index,S9_1,S9_11,S9_12,S9_14,S9_2,S9_6,S9_7,S9_9,S11_1,S11_11,S11_12,S11_14,S11_2,S11_6,S11_7,S11_9,S17_1,S17_11,S17_12,S17_14,S17_2,S17_6,S17_7,S17_9
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ottowia;s__Ottowia sp001262075,36,78,438,31,21,21,223,124,43,6,401,39,24,50,55,157,24,33,41,18,23,9,14,74
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_M;s__Eubacterium_M brachy,21,147,214,79,24,35,24,6,9,27,62,86,40,12,17,33,18,54,11,41,16,0,10,0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp900768705,35,37,0,147,20,0,16,0,5,125,0,27,133,24,16,53,54,0,49,282,0,72,35,10
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Pseudoleptotrichia;__,26,11,44,80,0,35,0,32,66,12,115,184,20,12,4,128,13,14,24,403,0,48,33,145
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia_A;s__Leptotrichia_A sp001274535,69,72,367,213,128,94,241,122,54,24,180,118,200,254,103,180,24,25,88,197,49,140,69,248
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372;s__UBA4372 sp902791675,89,26,0,69,188,52,73,12,80,296,0,138,71,60,114,130,133,0,215,156,0,220,179,86
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae,0,0,0,0,1,280,0,0,0,56,0,66,0,0,0,47,0,0,0,0,0,239,0,0
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema;s__Treponema medium,69,88,411,127,101,4,177,68,38,0,134,57,32,24,62,108,0,0,31,79,33,0,6,131
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola ilei,0,164,0,0,0,0,0,0,0,119,0,98,0,0,0,110,0,0,0,0,0,0,0,0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;__,3,139,0,0,6,17,0,0,0,123,0,128,21,15,0,89,3,0,39,3,0,13,0,0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;__;__,75,128,0,136,105,105,39,37,80,581,0,147,67,28,54,174,178,0,115,335,0,386,66,52
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp900315985,0,0,0,21,0,19,7,0,0,17,0,18,9,0,124,0,235,0,2,0,0,16,18,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga sputigena,56,23,0,69,64,100,66,529,79,0,0,0,150,52,36,51,55,0,154,49,69,15,24,1000
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Streptobacillus;__,40,0,0,39,16,11,32,48,53,31,0,98,31,0,9,113,18,3,0,104,71,8,0,113
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora;__,0,137,0,75,104,64,22,0,18,251,0,47,40,0,0,19,0,0,102,134,0,556,44,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus sp003472385,0,27,0,0,0,0,0,0,0,155,0,119,5,0,0,96,0,0,321,0,0,0,0,0
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Allisonella;s__Allisonella pneumosintes,28,27,0,151,37,24,61,26,27,10,9,94,36,6,33,26,11,13,7,117,25,0,19,25
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum,62,0,0,0,0,0,63,94,73,0,0,0,0,0,0,172,0,0,0,0,0,0,0,131
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter ruminantium,0,26,0,8,0,130,0,0,0,96,0,80,16,0,0,75,0,0,0,2,0,111,0,0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;__;__,37,41,0,0,0,45,0,8,12,0,5,31,16,52,0,112,34,0,49,34,0,66,21,27
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii,0,56,0,0,0,64,0,0,0,87,0,94,41,0,0,80,0,0,0,0,0,76,0,0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes sp001940315,12,36,0,0,0,36,0,11,0,62,0,90,0,0,0,70,18,0,250,0,0,41,0,4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella sp003150885,0,0,0,0,0,186,0,0,0,78,0,68,0,0,0,51,0,0,0,0,0,133,0,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella conceptionensis,74,25,93,55,43,75,181,0,56,40,34,74,59,7,169,44,42,39,157,214,39,19,241,98
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__Butyricicoccus_A porcorum,58,77,0,38,38,56,25,0,45,186,0,53,38,29,27,95,68,0,85,78,7,112,80,25
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;__,0,110,0,0,0,204,0,0,6,194,0,239,22,0,0,149,12,0,116,0,0,276,0,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;__,2,0,0,53,10,0,16,2,91,0,0,144,144,79,0,8,405,0,0,98,77,34,19,162
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella sp002299315,21,264,0,15,6,18,14,9,17,81,0,97,12,12,4,102,27,0,106,46,0,18,7,11
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga leadbetteri,37,19,0,47,29,57,137,199,32,9,0,29,27,39,48,23,35,0,73,41,0,0,83,316
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;__;__;__,119,39,0,145,190,15,10,0,84,556,0,24,64,60,54,186,60,2,97,484,0,158,77,72
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;__,36,218,26,48,12,32,73,6,15,75,69,50,31,74,121,0,56,193,34,38,40,21,97,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900540375,0,9,0,625,55,93,347,91,51,0,0,91,64,20,172,28,23,25,0,288,0,21,183,94
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A faecicola,0,0,0,0,0,26,0,0,0,56,0,81,0,0,0,51,0,0,190,0,0,23,0,0
d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__Aminivibrio;s__Aminivibrio pyruvatiphilus,40,178,241,123,202,64,80,13,55,94,118,178,126,29,58,62,60,52,44,85,142,16,25,8
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;__;__,20,75,62,73,26,53,54,13,19,76,49,113,37,0,67,89,127,12,29,73,0,54,54,14
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;__,35,16,0,0,0,41,36,0,2,184,0,188,71,22,5,94,42,0,215,32,0,71,39,0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia;s__Abiotrophia sp001815865,18,15,34,0,15,11,10,0,26,0,130,16,31,19,0,34,13,22,76,0,15,18,0,20
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;__;__,15,39,25,44,33,57,45,0,27,18,33,19,53,26,26,47,42,0,34,56,7,67,40,22
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus constellatus,0,198,87,0,0,0,0,12,0,41,111,0,0,0,0,22,0,102,6,0,0,0,0,38
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella seregens,42,7,44,49,135,28,38,31,27,32,20,3,106,23,23,19,0,2,18,2,52,0,1,15
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__Fournierella sp002160145,32,47,0,0,0,0,19,0,4,0,0,116,7,12,4,74,36,0,94,8,4,6,33,4
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella sp900762445,0,28,0,0,0,111,0,0,0,86,0,94,17,0,0,59,0,0,0,0,0,66,0,0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__Peptoanaerobacter yurii,27,55,204,36,29,34,73,41,17,7,71,51,79,0,27,64,0,29,13,19,18,0,4,13
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Absconditabacterales;f__X112;g__HOT-345;s__HOT-345 sp013333605,32,5,83,26,50,38,32,74,9,11,100,36,108,66,23,123,13,5,18,39,68,8,26,180
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga granulosa,95,46,322,62,46,109,251,265,163,70,452,56,59,118,113,334,179,34,216,40,33,33,136,333
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium matruchotii,35,201,65,78,30,42,248,31,55,168,93,99,57,290,150,54,46,162,17,54,46,0,42,26
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp000214475,35,0,250,0,0,27,22,23,0,0,241,0,35,39,0,87,0,0,24,0,0,0,0,29
d__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sp002311155,0,38,0,17,601,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis,0,35,0,38,73,65,0,0,0,50,0,67,26,0,0,28,0,0,0,0,0,36,0,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp000434935,0,0,0,109,235,17,1,0,0,871,0,63,20,37,7,0,7,0,25,247,5,33,33,17
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Aminipila;s__Aminipila butyrica,21,79,47,34,47,37,50,11,17,31,25,14,54,0,37,10,26,0,0,4,0,0,0,10
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella clara,16,0,0,3,13,0,41,73,48,0,0,5,12,19,41,14,24,0,0,10,14,30,42,216
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter sp900762515,0,0,0,0,0,0,0,0,0,49,0,70,0,0,0,52,0,0,177,0,0,0,0,0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-632;s__CAG-632 sp900539185,0,0,0,0,0,0,69,0,0,0,0,169,0,33,0,0,0,0,0,7,0,0,71,0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;__,0,16,0,0,0,44,0,0,0,124,0,80,0,0,0,63,0,0,177,0,0,65,0,0
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia sp002240055,12,36,0,138,27,17,264,0,22,17,0,98,0,8,108,13,12,0,0,107,0,0,36,0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter valericigenes,32,22,0,16,68,15,43,0,17,88,0,116,30,13,8,59,25,0,12,27,3,85,52,14
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_C;s__Treponema_C lecithinolyticum,36,40,154,62,169,7,117,15,22,6,32,24,107,7,14,7,16,0,4,20,23,0,5,4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;__,13,78,0,18,4,192,26,14,10,104,2,103,64,26,15,70,25,0,77,35,0,227,56,22
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis_A,18,77,0,0,226,117,3,0,12,238,0,112,161,0,13,195,21,0,21,22,0,81,8,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_B;s__Kingella_B oralis,8,136,126,18,5,11,124,11,18,61,47,29,33,25,33,25,18,52,16,27,64,0,25,15
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Eikenella;__,58,95,85,52,67,59,404,76,93,86,91,84,63,146,201,84,106,102,41,36,63,21,147,121
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Muricomes;s__Muricomes sp000509105,0,0,0,0,0,0,0,0,22,41,0,0,19,0,11,6,39,0,54,40,0,52,32,16
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerosacchariphilus;__,14,16,0,0,23,107,13,0,9,235,0,93,58,0,0,84,9,0,0,26,0,124,22,27
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella;__,0,0,6,42,0,23,0,0,45,0,0,81,0,5,3,0,77,5,4,216,0,5,0,0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;__;__,7,71,0,0,20,111,0,4,0,58,0,77,0,0,12,27,10,0,20,23,0,132,30,0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;__,0,11,0,0,0,50,9,0,0,86,0,91,0,0,0,45,0,0,221,0,0,30,7,0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;__,0,0,0,19,68,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus,0,0,0,63,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002251365,49,0,0,64,0,0,44,0,0,35,0,51,14,40,15,48,22,0,43,171,0,26,50,35
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans,19,21,0,0,0,47,6,0,0,0,0,69,0,0,0,72,18,0,16,0,0,45,15,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;__,14,3,0,219,139,69,136,8,36,553,3,8,49,13,63,33,29,0,30,183,0,95,66,18
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia shahii,19,58,14,81,13,7,28,33,31,31,20,157,31,14,25,81,36,30,7,85,35,0,0,47
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UMGS1872;s__UMGS1872 sp014237695,14,70,0,0,5,186,14,0,0,95,0,105,10,52,2,116,12,0,74,62,0,275,48,28
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga sp000318275,20,0,0,32,15,28,142,47,19,0,0,12,24,0,53,0,0,0,39,19,6,0,29,57
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp000435815,0,29,0,0,0,0,0,0,0,53,0,63,24,0,0,28,0,0,72,0,0,0,0,0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900752285,0,144,0,0,0,0,0,0,0,50,0,52,0,0,0,43,0,0,0,0,0,0,0,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002251295,27,0,0,0,0,0,12,6,50,0,0,22,0,11,15,36,20,0,115,0,0,22,22,13
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__CAG-127 sp900319515,0,82,0,0,6,12,42,0,0,114,0,246,34,0,0,21,8,0,106,22,0,24,90,6
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;__,26,145,162,50,70,68,136,29,30,35,36,47,41,87,207,36,7,0,24,109,46,117,94,49
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas aurantiaca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__RC9 sp900317065,0,0,0,148,6,7,18,0,0,18,0,51,0,0,9,0,7,0,0,79,0,0,14,0
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;__;__,6,22,17,40,0,33,134,32,17,17,21,14,33,190,131,34,4,0,21,303,0,30,73,39
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AN;s__Clostridium_AN bornimense,0,0,0,0,40,19,0,3,18,293,0,0,71,0,0,0,12,0,17,11,0,31,7,5
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp007570935,0,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus fermentans,0,0,0,0,0,0,0,0,0,31,0,36,0,0,0,45,0,0,141,0,0,0,0,0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_D,36,44,0,0,0,15,0,0,10,0,0,7,0,0,0,115,39,0,33,0,0,28,0,0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;__,0,0,0,0,0,18,0,0,24,0,0,0,0,0,14,21,39,0,50,0,0,37,27,0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp011958665,12,48,0,0,0,41,17,0,0,0,0,71,0,72,0,12,8,0,36,16,0,52,25,34
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;__,0,21,0,0,0,37,0,0,0,50,0,34,22,0,0,43,0,0,81,0,0,48,0,0
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__BD1-5;f__UBA2023;g__GN02-873;s__GN02-873 sp003260345,9,0,0,2,3,9,12,147,28,0,0,8,0,39,13,195,19,2,0,8,4,9,0,195
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum sp001304995,42,0,0,0,0,76,0,0,0,87,0,38,0,0,52,100,77,0,145,51,0,143,44,41
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;__,13,47,10,7,8,23,17,5,0,18,11,7,42,86,33,9,27,65,0,1,52,32,10,0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans,0,24,0,0,0,37,0,0,0,29,0,120,0,0,0,68,0,0,0,0,0,53,31,0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__NSJ-54;s__NSJ-54 sp014385095,0,0,0,0,0,71,0,0,0,42,0,40,0,6,0,22,0,0,0,0,0,82,0,6
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__UBA1394 sp900066845,7,0,0,0,11,0,5,0,13,130,0,0,66,0,16,12,29,0,84,34,0,48,28,45
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema;__,46,87,89,98,195,0,223,39,23,38,63,145,39,6,24,47,30,0,0,65,48,0,7,42
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis,0,18,0,0,0,0,0,0,0,41,0,39,53,0,0,34,0,0,0,0,0,0,0,0
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;__,20,86,63,78,61,26,103,40,17,29,39,28,16,14,9,15,0,6,15,24,35,154,25,29
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAG-521;s__CAG-521 sp000437635,0,0,0,2,0,128,0,0,0,59,0,39,0,0,0,55,0,0,0,0,0,87,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae_J,0,0,60,0,0,0,0,0,0,0,230,0,0,0,0,0,20,0,88,0,50,0,0,0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;__,0,10,0,0,0,53,6,0,19,103,0,40,9,0,20,37,22,0,62,20,0,146,20,14
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363;s__UMGS363 sp900541495,0,0,0,7,25,61,27,0,23,44,0,51,48,3,9,0,13,0,116,62,0,417,53,0
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp002393835,80,0,0,194,0,12,114,82,33,0,0,49,0,6,47,45,18,0,5,88,11,2,100,191
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus oris,0,0,0,36,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas catoniae,3,0,25,15,33,9,31,40,24,14,41,36,129,42,10,77,0,0,17,23,158,5,6,87
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp004556705,0,3,0,23,21,10,25,0,0,46,0,35,14,5,16,0,37,0,15,39,0,6,21,15
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4334;s__UBA4334 sp009177185,0,0,0,4,0,0,0,0,0,49,0,0,0,0,67,0,43,0,41,62,0,126,31,27
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium;s__Mogibacterium timidum,8,0,35,34,34,23,15,0,0,13,16,30,38,9,15,0,0,12,0,43,8,0,13,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae,0,0,0,0,0,98,0,0,0,25,0,15,0,0,0,25,0,0,0,0,0,49,0,0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__Emergencia timonensis,0,25,0,0,13,0,0,0,19,55,0,10,20,8,0,21,40,0,23,0,0,0,0,0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_E;s__Olsenella_E sp003609875,24,60,0,6,0,27,9,0,0,12,0,26,5,11,0,56,37,0,56,22,0,9,11,4
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Rodentibacter;s__Rodentibacter sp901420285,16,0,0,0,0,17,81,12,13,0,0,46,10,5,175,0,14,0,0,0,0,0,54,9
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aureimonas_A;s__Aureimonas_A sp001425485,0,24,26,0,0,0,27,0,0,27,3,41,10,104,5,0,13,87,0,9,0,19,0,10
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__Catenibacterium sp000437715,0,86,0,0,0,0,0,0,0,43,0,35,0,0,0,30,0,0,0,0,0,0,0,0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia timonensis,98,86,0,90,133,25,56,40,0,103,0,94,14,144,66,186,145,0,122,122,0,116,128,130
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum lactatifermentans,0,0,0,0,0,79,0,0,0,0,0,43,0,0,0,44,0,0,0,0,0,76,0,0
